"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2017-09-30,"Koreatown","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",52,2819,0.00177683013503909,0.0118449389806174,0.0452354467927327,2695
2017-09-30,"Westlake","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",53,2629,0.00458540313335881,0.0150579150579151,0.0748160261651676,2014
2017-09-30,"West San Jose","CA","San Jose","Santa Clara","San Jose",54,3726,0.0008058017727639,0.0075716603569497,-0.00294353759700294,19920
2017-09-30,"White Haven-Coro Lake","TN","Memphis","Shelby","Memphis",55,758,-0.00263157894736842,-0.0117340286831812,-0.0319284802043423,26136
2017-09-30,"East","TX","Dallas-Fort Worth","Tarrant","Arlington",56,1331,0.00680786686838124,0.0262143407864302,0.069935691318328,16088
2017-09-30,"North Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",57,2301,0.00261437908496732,0.00612155662439878,0.0787623066104079,11438
2017-09-30,"Soundview","NY","New York","Bronx","New York",58,1816,-0.00329308452250274,0.007210205213533,0.0230985915492958,826
2017-09-30,"Lower East Side","NY","New York","New York","New York",59,3855,0.0118110236220472,0.0486942328618063,0.0255387071029529,4027
2017-09-30,"Canarsie","NY","New York","Kings","New York",60,2212,0.00499772830531577,-0.00940438871473354,0.0132844709115896,3870
2017-09-30,"Northwest","TX","El Paso","El Paso","El Paso",61,1360,0.003690036900369,0.0119047619047619,-0.0116279069767442,22054
2017-09-30,"Southeast","TX","Dallas-Fort Worth","Tarrant","Arlington",62,1536,0.00326583932070542,0.0145310435931308,0.0448979591836735,24838
2017-09-30,"Logan Square","IL","Chicago","Cook","Chicago",63,1905,0.00210415570752236,0.0132978723404255,0.0536504424778761,7793
2017-09-30,"South Bronx","NY","New York","Bronx","New York",64,1857,0.00595882990249187,0.0225770925110132,0.0271017699115044,818
2017-09-30,"Preston Hollow","TX","Dallas-Fort Worth","Dallas","Dallas",65,2324,0.0056252704456945,0.0135194068905364,0.0365744870651204,18154
2017-09-30,"South Scottsdale","AZ","Phoenix","Maricopa","Scottsdale",66,1629,0.00617665225447807,0.0149532710280374,0.054368932038835,41084
2017-09-30,"Sun Valley","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",67,2593,0.00464936071290198,0.0164641317130537,0.0372,15128
2017-09-30,"Canoga Park","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",68,2612,0.00810497877267464,0.0243137254901961,0.0460552663195835,6425
2017-09-30,"Flushing","NY","New York","Queens","New York",69,2234,0.00449640287769784,0.0126926563916591,0.00494826810616284,10434
2017-09-30,"Downtown","CA","San Jose","Santa Clara","San Jose",70,3201,0.0056550424128181,0.0171591992373689,0.0165131787869165,12025
2017-09-30,"South Ozone Park","NY","New York","Queens","New York",71,2271,-0.00307287093942054,0.0124832813196612,0.0192998204667864,7645
2017-09-30,"Ahwatukee Foothills","AZ","Phoenix","Maricopa","Phoenix",72,1578,0.00317863954227591,0.0128369704749679,0.0280130293159609,27675
2017-09-30,"Boyle Heights","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",73,2336,0.00386764073914912,0.0147697654213727,0.132331555986428,3781
2017-09-30,"North Valley","CA","San Jose","Santa Clara","San Jose",74,3235,0.0055952751010258,0.0122027534418023,0.0198612862547289,14301
2017-09-30,"Evergreen","CA","San Jose","Santa Clara","San Jose",75,3508,-0.00113895216400911,0.00171330668189606,-0.00847936687394008,23319
2017-09-30,"Murray Hill","NY","New York","Queens","New York",76,2442,0.00164068908941756,0.0128577353795106,0.0282105263157895,8597
2017-09-30,"Sylmar","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",77,2520,0.00318471337579618,0.0124548011249498,0.0357583230579531,15263
2017-09-30,"Sheepshead Bay","NY","New York","Kings","New York",78,2331,0.00909090909090909,0.00647668393782383,0.0590640617900954,8065
